ean,product_id,manufacturer,article_type,provider,tyre_width,tyre_aspect_ratio,tyre_construction,tyre_diameter,tyre_load_index,tyre_speed_index,tyre_tread,tyre_tt_tl,rim_width,rim_diameter,rim_offset,rim_color,rim_load_index,rim_speed_index
4038526026460,496906,Goodyear,Reifen,provider 17,255,45,R,19,100,W,Vector 4SEASONS Gen-3 SUV FP M+S 3PMSF,,,,,,,
4038526026682,506811,Goodyear,Reifen,provider 17,195,50,R,16,88,V,Efficientgrip Performance 2 FP XL,,,,,,,
4038526026699,472279,Goodyear,Reifen,provider 17,205,55,R,19,97,V,Efficientgrip Performance 2 XL,,,,,,,
4038526026705,472276,Goodyear,Reifen,provider 17,215,45,R,16,90,V,Efficientgrip Performance 2 FP XL,,,,,,,
4038526026712,472278,Goodyear,Reifen,provider 17,215,50,R,17,95,W,Efficientgrip Performance 2 XL,,,,,,,
4038526026729,472277,Goodyear,Reifen,provider 17,215,55,R,16,93,V,Efficientgrip Performance 2 ,,,,,,,
4038526026736,472275,Goodyear,Reifen,provider 17,215,55,R,16,97,W,Efficientgrip Performance 2 XL,,,,,,,
4038526026750,543759,Goodyear,Reifen,provider 17,225,50,R,18,99,W,Efficientgrip Performance 2 FP XL,,,,,,,
4038526027009,438543,Goodyear,Reifen,provider 17,175,65,R,13,80,T,Vector 4SEASONS M+S 3PMSF,,,,,,,
4038526027146,442302,Goodyear,Reifen,provider 17,255,40,R,18,99 (Z),Y,Eagle F1 Supersport FP XL,,,,,,,
4038526028013,438541,Goodyear,Reifen,provider 17,175,65,R,14,90/88,T,Vector 4SEASONS 3PMSF,,,,,,,
4038526028020,438545,Goodyear,Reifen,provider 17,165,70,R,14,89/87,R,Vector 4SEASONS M+S 3PMSF,,,,,,,
4038526028037,438537,Goodyear,Reifen,provider 17,185,55,R,14,80,H,Vector 4SEASONS M+S 3PMSF,,,,,,,
4038526028143,472235,Dunlop,Reifen,provider 17,185,0,R,14,102/100,R,Econodrive LT ,,,,,,,
4038526028150,472230,Dunlop,Reifen,provider 17,185,75,R,14,102/100,R,Econodrive LT ,,,,,,,
4038526028167,472229,Dunlop,Reifen,provider 17,195,0,R,14,106/104,S,Econodrive LT ,,,,,,,
4038526028174,472227,Dunlop,Reifen,provider 17,195,60,R,16,99/97H,H,Econodrive LT ,,,,,,,
4038526028181,472228,Dunlop,Reifen,provider 17,195,70,R,15,104/102,S,Econodrive LT ,,,,,,,
4038526028204,472232,Dunlop,Reifen,provider 17,205,65,R,16,103/101,T,Econodrive LT ,,,,,,,
4038526028228,438497,Debica,Reifen,provider 17,225,45,R,17,91,Y,Presto UHP 2 FP,,,,,,,
4038526028242,591664,Diplomat,Reifen,provider 17,185,60,R,14,82,H,Diplomat HP ,,,,,,,
4038526028266,438501,Dunlop,Reifen,provider 17,255,30,R,19,91,W,SP Winter Sport 3D XL M+S 3PMSF,,,,,,,
4038526028327,455384,Goodyear,Reifen,provider 17,225,45,R,18,91,Y,Eagle F1 Asymmetric 3 UHP RFT,,,,,,,
4038526028334,504285,Goodyear,Reifen,provider 17,185,60,R,16,86,H,Efficientgrip Performance 2 ,,,,,,,
4038526028341,472282,Goodyear,Reifen,provider 17,215,50,R,17,91,W,Efficientgrip Performance 2 ,,,,,,,
4038526028426,10578043,Goodyear,Reifen,provider 17,255,55,R,20,110,V,Wrangler Territory HT RHD XL,,,,,,,
4038526029041,438511,Fulda,Reifen,provider 17,185,60,R,14,82,H,ECO Control HP ,,,,,,,
4038526029102,451198,Dunlop,Reifen,provider 17,80,100,-,12,41,M,Geomax MX-12 NHS (TT),,,,,,,
4038526029119,472231,Dunlop,Reifen,provider 17,215,60,R,16,103/101,T,Econodrive LT ,,,,,,,
4038526029249,447839,Goodyear,Reifen,provider 17,215,60,R,17,96,H,Efficient Grip SUV M+S,,,,,,,
4038526029409,442254,Fulda,Reifen,provider 17,175,65,R,14,82,T,Kristall Montero 3 M+S 3PMSF,,,,,,,
4038526029652,504276,Goodyear,Reifen,provider 17,195,75,R,16,110/108,R,Vector 4Seasons Cargo 3PMSF,,,,,,,
4038526029669,506800,Goodyear,Reifen,provider 17,205,75,R,16,113/111,R,Vector 4Seasons Cargo 3PMSF,,,,,,,
4038526029676,506790,Goodyear,Reifen,provider 17,225,55,R,17,109/107,T,Ultragrip Cargo 3PMSF,,,,,,,
4038526030047,537066,Goodyear,Reifen,provider 17,265,40,R,21,105,H,Eagle F1 Asymmetric 5 MO SCT XL,,,,,,,
4038526030139,447835,Goodyear,Reifen,provider 17,225,45,R,17,94,Y,Eagle F1 Asymmetric 5 FP XL,,,,,,,
4038526030146,442222,Debica,Reifen,provider 17,215,55,R,17,98,W,Presto UHP 2 FP XL,,,,,,,
4038526030160,474335,Dunlop,Reifen,provider 17,120,70,R,19,(60W) (Z),W,SportSmart TT ,,,,,,,
4038526030177,474340,Dunlop,Reifen,provider 17,170,60,R,17,(72W) (Z),W,SportSmart TT ,,,,,,,
4038526030917,442281,Goodyear,Reifen,provider 17,185,65,R,15,88,V,Vector 4SEASONS Gen-2 M+S 3PMSF,,,,,,,
4038526030931,442284,Goodyear,Reifen,provider 17,215,65,R,16,109/107,T,Vector 4Seasons Cargo 3PMSF,,,,,,,
4038526030948,442282,Goodyear,Reifen,provider 17,235,65,R,16,115/113,S,Vector 4Seasons Cargo 3PMSF,,,,,,,
4038526030955,456443,Goodyear,Reifen,provider 17,255,40,R,18,95,Y,Eagle F1 Asymmetric 3 AR FP ROF,,,,,,,
4038526030979,482171,Goodyear,Reifen,provider 17,245,55,R,17,106,H,Ultragrip Performance + (MO) XL M+S 3PMSF,,,,,,,
4038526030986,482173,Goodyear,Reifen,provider 17,245,55,R,17,106,H,Eagle F1 Asymmetric 5 MO-V XL,,,,,,,
4038526030993,455431,Goodyear,Reifen,provider 17,255,70,R,18,116,Q,Wrangler Duratrac 4X4 XL P.O.R. 6PR,,,,,,,
4038526031006,455430,Goodyear,Reifen,provider 17,255,65,R,19,114,Q,Wrangler Duratrac 4X4 XL P.O.R. 6PR,,,,,,,
4038526031112,447809,Dunlop,Reifen,provider 17,205,60,R,16,92,H,Sport Bluresponse ,,,,,,,
4038526031129,445697,Dunlop,Reifen,provider 17,205,60,R,16,92V,V,Sport Bluresponse ,,,,,,,
4038526031136,445731,Dunlop,Reifen,provider 17,205,60,R,16,96V,V,Sport Bluresponse XL,,,,,,,
4038526031174,442255,Fulda,Reifen,provider 17,185,70,R,14,88,T,Kristall Montero M+S 3PMSF,,,,,,,
4038526031419,447859,Goodyear,Reifen,provider 17,255,60,R,20,113,Q,Wrangler Duratrac 4X4 LR P.O.R. FP XL M+S,,,,,,,
4038526031426,442283,Goodyear,Reifen,provider 17,195,75,R,16,107/105,S,Vector 4Seasons Cargo 3PMSF,,,,,,,
4038526031433,493053,Goodyear,Reifen,provider 17,225,55,R,17,97,V,Eagle F1 Asymmetric 5 ,,,,,,,
4038526031440,504261,Goodyear,Reifen,provider 17,225,50,R,18,95,W,Eagle F1 Asymmetric 5 ,,,,,,,
4038526031457,504278,Goodyear,Reifen,provider 17,245,40,R,19,94,W,Eagle F1 Asymmetric 5 ,,,,,,,
4038526031464,537084,Goodyear,Reifen,provider 17,255,35,R,20,97 (Z),Y,Eagle F1 Supersport R N0 FP XL,,,,,,,
4038526031471,537085,Goodyear,Reifen,provider 17,315,30,R,21,105 (Z),Y,Eagle F1 Supersport R N0 FP XL,,,,,,,
4038526031594,447844,Goodyear,Reifen,provider 17,265,40,R,20,104,Y,Eagle F1 Asymmetric AO FP XL,,,,,,,
4038526031990,472204,Debica,Reifen,provider 17,235,65,R,17,108,V,Presto SUV FP XL,,,,,,,
4038526032027,466298,Goodyear,Reifen,provider 17,205,45,R,17,88,V,Ultra Grip 8 Performance FP XL 3PMSF,,,,,,,
4038526032034,451244,Goodyear,Reifen,provider 17,205,65,R,15,102/100,T,Cargo Ultra Grip 2 M+S 3PMSF,,,,,,,
4038526032041,466299,Goodyear,Reifen,provider 17,235,70,R,16,106,T,Ultra Grip + SUV FP M+S 3PMSF,,,,,,,
4038526032058,451266,Sava,Reifen,provider 17,175,80,R,14,99/98,P,Trenta ,,,,,,,
4038526032065,451218,Fulda,Reifen,provider 17,175,65,R,14,82,T,ECO Control ,,,,,,,
4038526032072,466267,Fulda,Reifen,provider 17,195,60,R,15,88,H,ECO Control HP ,,,,,,,
4038526032102,461939,Goodyear,Reifen,provider 17,275,40,R,18,103,Y,Eagle F1 Asymmetric 3 FP * XL,,,,,,,
4038526033185,447837,Goodyear,Reifen,provider 17,205,55,R,17,91 (Z),Y,Eagle F1 Asymmetric N0 FP,,,,,,,
4038526033208,451185,Dunlop,Reifen,provider 17,100,90,-,18,56,H,D404 ,,,,,,,
4038526033932,482128,Dunlop,Reifen,provider 17,120,70,-,14,61,P,Scootsmart ,,,,,,,
4038526033949,474336,Dunlop,Reifen,provider 17,100,80,-,14,54,P,Scootsmart ,,,,,,,
4038526033956,482139,Dunlop,Reifen,provider 17,110,70,-,13,54,S,Scootsmart ,,,,,,,
4038526033963,451199,Dunlop,Reifen,provider 17,110,80,-,14,59,S,Scootsmart ,,,,,,,
4038526033970,493011,Dunlop,Reifen,provider 17,80,90,-,14,46,P,Scootsmart ,,,,,,,
4038526033987,504213,Dunlop,Reifen,provider 17,80,90,-,16,48,P,Scootsmart ,,,,,,,
4038526033994,482138,Dunlop,Reifen,provider 17,90,80,R,14,49,P,Scootsmart ,,,,,,,
4038526034007,504214,Dunlop,Reifen,provider 17,90,90,-,16,48,P,Scootsmart ,,,,,,,
4038526034618,451202,Dunlop,Reifen,provider 17,110,90,-,18,61,H,D404 ,,,,,,,
4038526034625,451207,Dunlop,Reifen,provider 17,130,90,-,15,66,H,D404 ,,,,,,,
4038526034656,451204,Dunlop,Reifen,provider 17,170,80,-,15,77,H,D404 ,,,,,,,
4038526034694,472213,Debica,Reifen,provider 17,225,45,R,17,94,Y,Presto UHP 2 FP XL,,,,,,,
4038526035493,472333,Goodyear,Reifen,provider 17,265,40,R,21,105,H,Eagle F1 Asymmetric 5 MOS SCT MB1 XL,,,,,,,
4038526035813,482130,Dunlop,Reifen,provider 17,130,60,B,19,61,H,D408  (HARLEY-D),,,,,,,
4038526035899,461941,Goodyear,Reifen,provider 17,205,50,R,17,93,V,Efficient Grip FP XL,,,,,,,
4038526035936,461945,Goodyear,Reifen,provider 17,215,60,R,17,100,H,Efficientgrip Performance XL,,,,,,,
4038526035967,493049,Goodyear,Reifen,provider 17,235,55,R,18,100,H,Eagle F1 Asymmetric 5 ,,,,,,,
4038526035974,537081,Goodyear,Reifen,provider 17,185,65,R,15,88,H,Efficientgrip Performance ,,,,,,,
4038526035981,493054,Goodyear,Reifen,provider 17,195,55,R,16,91,V,Efficientgrip Performance XL,,,,,,,
4038526035998,504263,Goodyear,Reifen,provider 17,205,45,R,17,88,V,Efficientgrip Performance XL,,,,,,,
4038526036001,537069,Goodyear,Reifen,provider 17,235,55,R,18,100,V,Eagle F1 Asymmetric 3 SUV AO,,,,,,,
4038526036018,472224,Dunlop,Reifen,provider 17,225,45,R,17,(94Y) (Z),Y,Sport Maxx RT 2 MFS XL,,,,,,,
4038526036025,472239,Fulda,Reifen,provider 17,225,45,R,17,91,Y,SportControl 2 FP,,,,,,,
4038526036032,472236,Fulda,Reifen,provider 17,225,45,R,17,94,Y,SportControl 2 FP XL,,,,,,,
4038526036056,472346,Sava,Reifen,provider 17,225,45,R,17,91,Y,Intensa UHP 2 FP,,,,,,,
4038526036063,472339,Sava,Reifen,provider 17,225,45,R,17,94,Y,Intensa UHP 2 FP XL,,,,,,,
4038526036070,472222,Dunlop,Reifen,provider 17,225,45,R,17,(91Y) (Z),Y,Sport Maxx RT 2 MFS,,,,,,,
4038526036087,456447,Goodyear,Reifen,provider 17,215,55,R,17,98,W,Efficientgrip Performance XL,,,,,,,
4038526036100,451230,Goodyear,Reifen,provider 17,205,65,R,16,95,H,Ultra Grip 8 Performance M+S 3PMSF,,,,,,,
4038526036117,504242,Goodyear,Reifen,provider 17,235,60,R,17,102,H,Vector 4Seasons Gen-3 3PMSF,,,,,,,
4038526036124,447805,Debica,Reifen,provider 17,185,65,R,15,88,T,Frigo 2 M+S 3PMSF,,,,,,,
4038526036131,472293,Goodyear,Reifen,provider 17,205,55,R,16,91,V,Efficientgrip Performance AO,,,,,,,
4038526036186,451234,Goodyear,Reifen,provider 17,255,55,R,18,109,Y,Eagle F1 Asymmetric 3 SUV SCT FP XL,,,,,,,
4038526038456,10573767,Goodyear,Reifen,provider 17,265,50,R,20,111,T,Ultragrip Ice SUV Gen-1 XL 3PMSF EVR nordic compound,,,,,,,
4038526039118,10586800,Goodyear,Reifen,provider 17,215,50,R,19,93,T,Ultra Grip Ice 2 3PMSF EVR nordic compound,,,,,,,
4038526039149,472273,Goodyear,Reifen,provider 17,195,60,R,16,89,V,Efficientgrip Performance 2 ,,,,,,,
4038526039279,447829,Fulda,Reifen,provider 17,205,65,R,15,94,H,ECO Control HP ,,,,,,,
4038526039293,621077,Goodyear,Reifen,provider 17,235,55,R,19,105,H,Ultragrip Performance + MO XL M+S 3PMSF,,,,,,,
4038526039484,451267,Sava,Reifen,provider 17,185,0,R,15,103/102,P,Trenta ,,,,,,,
4038526039491,447812,Dunlop,Reifen,provider 17,175,60,R,15,81,T,Street Response 2 ,,,,,,,
4038526039507,447833,Goodyear,Reifen,provider 17,175,70,R,14,84,T,Efficientgrip Compact ,,,,,,,
4038526039644,537074,Goodyear,Reifen,provider 17,245,45,R,18,100,V,Ultragrip Performance + FP XL M+S 3PMSF,,,,,,,
4038526039651,506792,Goodyear,Reifen,provider 17,245,45,R,19,102,V,Ultragrip Performance + SCT FP XL M+S 3PMSF,,,,,,,
4038526039668,517966,Goodyear,Reifen,provider 17,215,55,R,16,97,H,Ultragrip Performance + SCT XL M+S 3PMSF,,,,,,,
4038526039712,451250,Goodyear,Reifen,provider 17,235,65,R,17,108,V,Efficient Grip SUV FP XL M+S,,,,,,,
4038526039804,512932,Goodyear,Reifen,provider 17,225,55,R,16,99,H,Ultragrip Performance + FP XL M+S 3PMSF,,,,,,,
4038526040114,621078,Goodyear,Reifen,provider 17,235,60,R,18,103,H,Ultragrip Performance + MO M+S 3PMSF,,,,,,,
4038526040183,506662,Debica,Reifen,provider 17,215,60,R,17,96,H,Frigo SUV 2 3PMSF,,,,,,,
4038526040190,574750,Debica,Reifen,provider 17,235,65,R,17,108,H,Frigo SUV 2 XL 3PMSF,,,,,,,
4038526040206,506686,Dunlop,Reifen,provider 17,215,60,R,17,100,V,Winter Sport 5 SUV XL M+S 3PMSF,,,,,,,
4038526040299,10567510,Goodyear,Reifen,provider 17,275,45,R,20,110,Y,Eagle F1 Asymmetric 3 SUV FP ROF * XL,,,,,,,
4038526040343,496891,Dunlop,Reifen,provider 17,235,65,R,17,108,V,Winter Sport 5 SUV XL M+S 3PMSF,,,,,,,
4038526040350,472271,Fulda,Reifen,provider 17,215,60,R,17,96,H,Kristall Control SUV M+S 3PMSF,,,,,,,
4038526040367,493018,Fulda,Reifen,provider 17,235,65,R,17,108,H,Kristall Control SUV XL M+S 3PMSF,,,,,,,
4038526040374,506831,Sava,Reifen,provider 17,215,60,R,17,96,H,Eskimo SUV 2 M+S 3PMSF,,,,,,,
4038526040381,496953,Sava,Reifen,provider 17,235,65,R,17,108,H,Eskimo SUV 2 XL M+S 3PMSF,,,,,,,
4038526040404,523222,Dunlop,Reifen,provider 17,195,65,R,15,95,V,Sport All Season XL M+S 3PMSF,,,,,,,
4038526040428,451242,Goodyear,Reifen,provider 17,205,60,R,16,92,H,Efficientgrip Performance VW,,,,,,,
4038526040541,451217,Fulda,Reifen,provider 17,175,65,R,14,86,T,ECO Control XL,,,,,,,
4038526040619,506824,Goodyear,Reifen,provider 17,225,45,R,18,95,V,Ultragrip Performance + FP SCT XL M+S 3PMSF,,,,,,,
4038526040633,537088,Goodyear,Reifen,provider 17,245,40,R,18,97,V,Ultragrip Performance + FP XL M+S 3PMSF,,,,,,,
4038526040640,472295,Goodyear,Reifen,provider 17,225,55,R,17,97,Y,Eagle F1 Asymmetric 5 SCT FP,,,,,,,
4038526040657,472320,Goodyear,Reifen,provider 17,235,40,R,19,96,Y,Eagle F1 Asymmetric 5 SCT FP XL,,,,,,,
4038526040671,451238,Goodyear,Reifen,provider 17,225,50,R,17,98,Y,Eagle F1 Asymmetric 5 SCT FP XL,,,,,,,
4038526040688,472328,Goodyear,Reifen,provider 17,245,45,R,19,102,Y,Eagle F1 Asymmetric 5 SCT FP XL,,,,,,,
4038526040916,472226,Dunlop,Reifen,provider 17,215,60,R,17,96,H,Winter Sport 5 SUV M+S 3PMSF,,,,,,,
4038526040923,506681,Dunlop,Reifen,provider 17,235,65,R,17,104,H,Winter Sport 5 SUV M+S 3PMSF,,,,,,,
4038526040930,506676,Dunlop,Reifen,provider 17,235,65,R,17,108,H,Winter Sport 5 SUV XL M+S 3PMSF,,,,,,,
4038526041746,506671,Dunlop,Reifen,provider 17,225,45,R,18,95,V,Winter Sport 5 MFS ROF XL M+S 3PMSF,,,,,,,
4038526041753,506783,Fulda,Reifen,provider 17,225,50,R,17,94,H,Kristall Control HP 2 ROF FP M+S 3PMSF,,,,,,,
4038526041777,506684,Dunlop,Reifen,provider 17,255,40,R,20,101,W,Winter Sport 5 MFS XL M+S 3PMSF,,,,,,,
4038526041784,506781,Fulda,Reifen,provider 17,205,55,R,17,95,V,Kristall Control HP 2 XL M+S 3PMSF,,,,,,,
4038526041791,506784,Fulda,Reifen,provider 17,235,45,R,18,98,V,Kristall Control HP 2 FP XL M+S 3PMSF,,,,,,,
4038526041807,609969,Fulda,Reifen,provider 17,245,45,R,18,100,V,Kristall Control HP 2 FP ROF XL M+S 3PMSF,,,,,,,
4038526041821,451215,Fulda,Reifen,provider 17,215,70,R,15,109/107,S,Conveo Tour 2 ,,,,,,,
4038526041838,543701,Dunlop,Reifen,provider 17,215,65,R,17,99,V,Winter Sport 5 SUV M+S 3PMSF,,,,,,,
4038526041845,594560,Fulda,Reifen,provider 17,235,55,R,19,105,V,Kristall Control SUV XL M+S 3PMSF,,,,,,,
4038526041852,472296,Goodyear,Reifen,provider 17,235,65,R,17,104,W,Eagle F1 Asymmetric 3 SUV FP,,,,,,,
4038526041869,543667,Dunlop,Reifen,provider 17,175,65,R,15,84,H,Sport All Season M+S 3PMSF,,,,,,,
4038526041876,543668,Dunlop,Reifen,provider 17,175,70,R,14,88,T,Sport All Season XL M+S 3PMSF,,,,,,,
4038526041890,523221,Dunlop,Reifen,provider 17,185,60,R,14,82,H,Sport All Season M+S 3PMSF,,,,,,,
4038526041906,543669,Dunlop,Reifen,provider 17,185,60,R,15,88,V,Sport All Season XL M+S 3PMSF,,,,,,,
4038526041920,523223,Dunlop,Reifen,provider 17,165,65,R,14,79,T,Sport All Season M+S 3PMSF,,,,,,,
4038526041937,523217,Dunlop,Reifen,provider 17,165,70,R,14,81,T,Sport All Season M+S 3PMSF,,,,,,,
4038526041944,523220,Dunlop,Reifen,provider 17,175,65,R,14,86,H,Sport All Season XL M+S 3PMSF,,,,,,,
4038526041968,460728,Goodyear,Reifen,provider 17,255,50,R,19,107,W,Eagle F1 Asymmetric SUV ROF (*) FP XL,,,,,,,
4038526042019,506794,Goodyear,Reifen,provider 17,195,60,R,18,96,H,Ultragrip Performance + XL M+S 3PMSF,,,,,,,
4038526042026,517958,Goodyear,Reifen,provider 17,215,50,R,19,93,T,Ultragrip Performance + Elect ST (+) M+S 3PMSF,,,,,,,
4038526042033,506804,Goodyear,Reifen,provider 17,245,35,R,19,93,W,Ultragrip Performance + FP XL M+S 3PMSF,,,,,,,
4038526042040,506807,Goodyear,Reifen,provider 17,245,35,R,21,96,W,Ultragrip Performance + FP XL M+S 3PMSF,,,,,,,
4038526042088,456409,Debica,Reifen,provider 17,235,55,R,17,103,W,Presto UHP 2 FP XL,,,,,,,
4038526042118,523219,Dunlop,Reifen,provider 17,185,65,R,14,86,H,Sport All Season M+S 3PMSF,,,,,,,
4038526042125,523218,Dunlop,Reifen,provider 17,185,65,R,15,92,H,Sport All Season XL M+S 3PMSF,,,,,,,
4038526042132,523208,Dunlop,Reifen,provider 17,185,65,R,15,92,V,Sport All Season XL M+S 3PMSF,,,,,,,
4038526042156,543671,Dunlop,Reifen,provider 17,195,55,R,16,91,V,Sport All Season XL M+S 3PMSF,,,,,,,
4038526042163,523207,Dunlop,Reifen,provider 17,195,65,R,15,91,T,Sport All Season M+S 3PMSF,,,,,,,
4038526042217,543672,Dunlop,Reifen,provider 17,205,50,R,17,93,W,Sport All Season XL M+S 3PMSF,,,,,,,
4038526042224,523211,Dunlop,Reifen,provider 17,205,55,R,16,91,V,Sport All Season M+S 3PMSF,,,,,,,
4038526042248,543673,Dunlop,Reifen,provider 17,205,55,R,17,95,V,Sport All Season XL 3PMSF,,,,,,,
4038526042255,523210,Dunlop,Reifen,provider 17,205,60,R,16,96,H,Sport All Season XL 3PMSF,,,,,,,
4038526042262,543694,Dunlop,Reifen,provider 17,215,55,R,16,97,V,Sport All Season XL M+S 3PMSF,,,,,,,
4038526042279,523209,Dunlop,Reifen,provider 17,215,55,R,17,98,W,Sport All Season XL M+S 3PMSF,,,,,,,
4038526042286,523225,Dunlop,Reifen,provider 17,215,60,R,17,96,H,Sport All Season M+S 3PMSF,,,,,,,
4038526042293,543695,Dunlop,Reifen,provider 17,215,65,R,16,98,H,Sport All Season M+S 3PMSF,,,,,,,
4038526042309,543696,Dunlop,Reifen,provider 17,225,40,R,18,92,Y,Sport All Season MFS XL M+S 3PMSF,,,,,,,
4038526042316,523226,Dunlop,Reifen,provider 17,225,45,R,17,94,W,Sport All Season MFS XL M+S 3PMSF,,,,,,,
4038526042323,543697,Dunlop,Reifen,provider 17,225,50,R,17,98,V,Sport All Season MFS XL M+S 3PMSF,,,,,,,
4038526042330,523230,Dunlop,Reifen,provider 17,225,55,R,17,101,W,Sport All Season XL M+S 3PMSF,,,,,,,
4038526042347,523229,Dunlop,Reifen,provider 17,235,55,R,18,104,V,Sport All Season XL M+S 3PMSF,,,,,,,
4038526042354,543698,Dunlop,Reifen,provider 17,215,60,R,16,99,V,Sport All Season XL M+S 3PMSF,,,,,,,
4038526042491,504241,Goodyear,Reifen,provider 17,225,55,R,18,102,V,Vector 4Seasons Gen-3 XL 3PMSF,,,,,,,
4038526042583,543702,Fulda,Reifen,provider 17,225,40,R,18,92,V,Multicontrol FP XL M+S 3PMSF,,,,,,,
4038526042590,504223,Fulda,Reifen,provider 17,215,40,R,17,87,V,Multicontrol FP XL M+S 3PMSF,,,,,,,
4038526042736,537062,Goodyear,Reifen,provider 17,275,30,R,20,97,Y,Eagle F1 Asymmetric 5 FP * ROF XL,,,,,,,
4038526042743,530449,Goodyear,Reifen,provider 17,245,35,R,20,95,Y,Eagle F1 Asymmetric 5 FP * ROF XL,,,,,,,
4038526042835,456444,Goodyear,Reifen,provider 17,195,75,R,16,107/105,R,Efficientgrip Cargo ,,,,,,,
4038526042842,456445,Goodyear,Reifen,provider 17,215,65,R,15,104/102,T,Efficientgrip Cargo ,,,,,,,
4038526042859,456446,Goodyear,Reifen,provider 17,215,65,R,16,109/107,T,Efficientgrip Cargo ,,,,,,,
4038526043313,504240,Goodyear,Reifen,provider 17,215,60,R,17,100,H,Vector 4Seasons Gen-3 XL 3PMSF,,,,,,,
4038526043351,517953,Goodyear,Reifen,provider 17,195,55,R,16,91,H,Vector 4Seasons Gen-3 XL 3PMSF,,,,,,,
4038526044082,466257,Dunlop,Reifen,provider 17,235,40,R,18,(95Y) (Z),Y,Sport Maxx RT 2 MFS XL,,,,,,,
4038526044099,482132,Dunlop,Reifen,provider 17,160,60,R,15,67,H,Trailmax Mixtour ,,,,,,,
4038526044105,482134,Dunlop,Reifen,provider 17,120,70,R,17,58,H,Trailmax Mixtour ,,,,,,,
4038526044129,496935,Goodyear,Reifen,provider 17,205,60,R,16,96,V,Vector 4Seasons Gen-3 ST XL 3PMSF,,,,,,,
4038526044136,496934,Goodyear,Reifen,provider 17,215,55,R,17,98,W,Vector 4Seasons Gen-3 ST XL 3PMSF,,,,,,,
4038526044143,472337,Goodyear,Reifen,provider 17,255,45,R,20,105,V,Ultragrip Performance + ST FP XL M+S 3PMSF,,,,,,,
4038526044266,472244,Fulda,Reifen,provider 17,195,50,R,16,84,V,ECO Control HP FP,,,,,,,
4038526044273,472245,Fulda,Reifen,provider 17,195,60,R,15,88,H,ECO Control HP ,,,,,,,
4038526044280,472255,Fulda,Reifen,provider 17,195,60,R,15,88,V,ECO Control HP ,,,,,,,
4038526044297,472243,Fulda,Reifen,provider 17,215,65,R,15,96,H,ECO Control HP FP,,,,,,,
4038526044310,504274,Goodyear,Reifen,provider 17,215,60,R,17,100,V,Vector 4Seasons Gen-3 XL 3PMSF,,,,,,,
4038526045263,512935,Goodyear,Reifen,provider 17,255,40,R,18,99,Y,Eagle F1 Asymmetric 5 MO FP XL,,,,,,,
4038526045270,628345,Goodyear,Reifen,provider 17,235,55,R,18,100,V,Vector 4Seasons Gen-3 RE 3PMSF,,,,,,,
4038526045287,517971,Goodyear,Reifen,provider 17,245,45,R,17,99,H,Ultragrip Performance GEN-1 MO XL M+S 3PMSF,,,,,,,
4038526045447,466262,Dunlop,Reifen,provider 17,185,70,R,15,89,V,Sport Classic N0,,,,,,,
4038526045461,466255,Dunlop,Reifen,provider 17,215,60,R,15,94,V,Sport Classic N0,,,,,,,
4038526045522,537072,Goodyear,Reifen,provider 17,255,45,R,19,104,Y,Eagle F1 Asymmetric 3 FP XL,,,,,,,
4038526045546,482248,Goodyear,Reifen,provider 17,255,45,R,19,104,Y,Eagle F1 Asymmetric 3 XL,,,,,,,
4038526045560,537067,Goodyear,Reifen,provider 17,265,40,R,20,104,Y,Eagle F1 Asymmetric 3 FP XL,,,,,,,
4038526045584,493051,Goodyear,Reifen,provider 17,265,35,R,21,101,Y,Eagle F1 Asymmetric 3 FP XL,,,,,,,
4038526045621,504216,Dunlop,Reifen,provider 17,265,30,R,20,(94Y) (Z),Y,Sport Maxx RT MFS XL,,,,,,,
4038526045645,1605465,Goodyear,Reifen,provider 17,255,45,R,19,104,H,Eagle Sport All Season ,,,,,,,
4038526045683,472270,Fulda,Reifen,provider 17,205,55,R,16,91,T,Kristall Montero 3 M+S 3PMSF,,,,,,,
4038526046093,466275,Goodyear,Reifen,provider 17,255,45,R,20,101,Y,Efficient Grip * ROF FP,,,,,,,
4038526046109,466274,Goodyear,Reifen,provider 17,285,40,R,20,104,Y,Efficient Grip * ROF FP,,,,,,,
4038526046437,506822,Goodyear,Reifen,provider 17,225,45,R,18,95,H,Ultragrip Performance GEN-1 MO FP XL M+S 3PMSF,,,,,,,
4038526046697,466304,Goodyear,Reifen,provider 17,285,35,R,19,(103Y) (Z),Y,Eagle F1 Asymmetric 2 N0 FP XL,,,,,,,
4038526046796,543624,Debica,Reifen,provider 17,165,65,R,14,79,T,Navigator 3 M+S 3PMSF,,,,,,,
4038526046802,543628,Debica,Reifen,provider 17,165,70,R,14,81,T,Navigator 3 M+S 3PMSF,,,,,,,
4038526046826,554031,Debica,Reifen,provider 17,175,65,R,15,84,H,Navigator 3 M+S 3PMSF,,,,,,,
4038526046833,554032,Debica,Reifen,provider 17,175,70,R,14,84,T,Navigator 3 M+S 3PMSF,,,,,,,
4038526046840,543630,Debica,Reifen,provider 17,185,60,R,14,82,H,Navigator 3 M+S 3PMSF,,,,,,,
4038526046857,543631,Debica,Reifen,provider 17,185,60,R,15,88,H,Navigator 3 XL M+S 3PMSF,,,,,,,
4038526046864,543634,Debica,Reifen,provider 17,185,65,R,15,88,H,Navigator 3 M+S 3PMSF,,,,,,,
