product_id,manufacturer_article_number,article_description,article_number,manufacturer_code,manufacturer,group ,vehicle_type,e-mark,european,tyre_width,tyre_aspect_ratio,tyre_diameter,tyre_load_index,nett-price,price,stock,EAN,internal_code,photolink,fuel_effeciency,wet_grip,noise_performance,Noise_Class,snow_grip,ice_label,eprel_id,eprel_url,wcat,article_type
435899,275 45YR 20TSCORPSF2XL,275/45 YR20 TL 110Y PI SCORPION A/S SF2 XL,SCORPSF2XL,PI,PIRELLI,38,ALL-SEASON 4X4/SUV,J,N,275,45,20,110Y,182.6,471,>  20,8019227400199,4001900,https://www.etyre.net/preview/t3/pi-scorpsf2xl.jpg,B,A,70,A,J,N,596994,https://eprel.ec.europa.eu/qr/596994,2,REIFEN
435900,275 45YR 21TSCORPSF2XL,275/45 YR21 TL 110Y PI SCORPION A/S SF2 XL,SCORPSF2XL,PI,PIRELLI,38,ALL-SEASON 4X4/SUV,J,N,275,45,21,110Y,184.85,485,>  20,8019227400205,4002000,https://www.etyre.net/preview/t3/pi-scorpsf2xl.jpg,B,A,70,A,J,N,596995,https://eprel.ec.europa.eu/qr/596995,2,REIFEN
435943,110 80VR 19TMUTANT,110/80 VR19 TL 59V  DU MUTANT F,MUTANT,DU,DUNLOP,21,MOTORFIETSBANDEN,J,J,110,80,19,59V,109.31,0,6,4038526091055,637493,,,,,,,,,,1,REIFEN
435956,285 45HR 22TEFFI2SUVXL,285/45 HR22 TL 114H GY EFFICIENTGRIP 2 SUV XL,EFFI2SUVXL,GY,GOODYEAR,17,4 X 4,J,J,285,45,22,114H,213.65,410,>  20,4038526076632,581689,https://www.etyre.net/preview/t3/gy-effi2suvxl.jpg,B,A,71,A,N,N,928840,https://eprel.ec.europa.eu/qr/928840,4,REIFEN
435959,275 40WR 20TEAGF1ASSUV,275/40 WR20 TL 106W GY EAG-F1 ASY SUV* ROF XL,EAGF1ASSUV,GY,GOODYEAR,25,RUNFLAT BANDEN,J,N,275,40,20,106W,165.1,372.5,>  20,5452000722157,535975,https://www.etyre.net/preview/t3/gy-eagf1assuv.jpg,B,B,73,B,N,N,529545,https://eprel.ec.europa.eu/qr/529545,2,REIFEN
435975,255 40YR 19TVECT4SG3XL,255/40 YR19 TL 100Y GY VEC 4SEASONS G3 XL FP,VECT4SG3XL,GY,GOODYEAR,29,ALL-SEASON PW,J,J,255,40,19,100Y,146.24,295.5,6,4038526055958,579458,https://www.etyre.net/preview/t3/gy-vect4sg3xl.jpg,C,B,73,B,J,N,865781,https://eprel.ec.europa.eu/qr/865781,2,REIFEN
435976,255 35YR 19TVECT4SG3XL,255/35 YR19 TL 96Y  GY VEC 4SEASONS G3 XL FP,VECT4SG3XL,GY,GOODYEAR,29,ALL-SEASON PW,J,J,255,35,19,96Y,146.55,294,>  20,4038526056016,579464,https://www.etyre.net/preview/t3/gy-vect4sg3xl.jpg,C,B,72,B,J,N,860876,https://eprel.ec.europa.eu/qr/860876,2,REIFEN
435980,255 40WR 19TUGPERF+*XL,255/40 WR19 TL 100W GY UG PERFORMANCE+ *XL FP,UGPERF+*XL,GY,GOODYEAR,13,LUXE BANDEN M&S,J,J,255,40,19,100W,171.7,391,>  20,4038526340931,586612,https://www.etyre.net/preview/t3/gy-ugperf+xl.jpg,C,B,73,B,J,N,863166,https://eprel.ec.europa.eu/qr/863166,2,REIFEN
435982,255 35YR 20TEAGF1AS5*.,255/35 YR20 TL 100Y GY EAG-F1 AS5 HL * FP,EAGF1AS5*.,GY,GOODYEAR,11,LUXE BANDEN,J,J,255,35,20,100Y,172.65,326,>  20,4038526340986,586789,,B,A,70,A,N,N,863172,https://eprel.ec.europa.eu/qr/863172,2,REIFEN
435989,120 70ZR 17TRDSMART4GT,120/70 ZR17 TL 58W  DU ROADSMART 4 GT F,RDSMART4GT,DU,DUNLOP,21,MOTORFIETSBANDEN,J,J,120,70,17,58W,109.42,0,4,5452000821263,636508,,,,,,,,,,1,REIFEN
435995,235 50VR 20TALENZA1RFT,235/50 VR20 TL 100V BR ALENZA 001 RFT,ALENZA1RFT,BR,BRIDGESTONE,25,RUNFLAT BANDEN,J,N,235,50,20,100V,222.4,419,>  20,3286342842714,28427,https://www.etyre.net/preview/t3/br-alenza1rft.jpg,C,B,71,B,N,N,929156,https://eprel.ec.europa.eu/qr/929156,2,REIFEN
436002,275 45ZR 20TPOTSPORTX,275/45 ZR20 TL 110Y BR POTENZA SPORT XL,POTSPORTX,BR,BRIDGESTONE,17,4 X 4,J,J,275,45,20,110Y,156.64,303,>  20,3286342786711,27867,https://www.etyre.net/preview/t3/br-potsport.jpg,C,A,73,B,N,N,789180,https://eprel.ec.europa.eu/qr/789180,2,REIFEN
436003,275 40ZR 20TPOTSPORTX,275/40 ZR20 TL 106Y BR POTENZA SPORT XL,POTSPORTX,BR,BRIDGESTONE,17,4 X 4,J,J,275,40,20,106Y,147.55,282,>  20,3286342786919,27869,https://www.etyre.net/preview/t3/br-potsport.jpg,C,A,73,B,N,N,789231,https://eprel.ec.europa.eu/qr/789231,2,REIFEN
436007,265 40ZR 21TPOTSPORTX,265/40 ZR21 TL 105Y BR POTENZA SPORT XL,POTSPORTX,BR,BRIDGESTONE,17,4 X 4,J,J,265,40,21,105Y,197.75,376,>  20,3286342787817,27878,https://www.etyre.net/preview/t3/br-potsport.jpg,C,A,72,B,N,N,789223,https://eprel.ec.europa.eu/qr/789223,2,REIFEN
436009,285 35YR 22TPOTSPORTX,285/35 YR22 TL 106Y BR POTENZA SPORT XL,POTSPORTX,BR,BRIDGESTONE,17,4 X 4,J,J,285,35,22,106Y,254.9,483,>  20,3286342788517,27885,https://www.etyre.net/preview/t3/br-potsport.jpg,C,A,73,B,N,N,789205,https://eprel.ec.europa.eu/qr/789205,2,REIFEN
436015,275 35ZR 19TPOTSPORTX,275/35 ZR19 TL 100Y BR POTENZA SPORT XL,POTSPORTX,BR,BRIDGESTONE,11,LUXE BANDEN,J,J,275,35,19,100Y,163.65,339,>  20,3286342785219,27852,https://www.etyre.net/preview/t3/br-potsport.jpg,E,A,73,B,N,N,789187,https://eprel.ec.europa.eu/qr/789187,2,REIFEN
436017,245 40ZR 20TPOTSPORTX,245/40 ZR20 TL 99Y  BR POTENZA SPORT XL,POTSPORTX,BR,BRIDGESTONE,11,LUXE BANDEN,J,J,245,40,20,99Y,161.78,315,8,3286342785813,27858,https://www.etyre.net/preview/t3/br-potsport.jpg,D,A,72,B,N,N,789172,https://eprel.ec.europa.eu/qr/789172,3,REIFEN
436019,255 40ZR 20TPOTSPORTX,255/40 ZR20 TL 101Y BR POTENZA SPORT XL,POTSPORTX,BR,BRIDGESTONE,11,LUXE BANDEN,J,J,255,40,20,101Y,161.55,297,19,3286342786117,27861,https://www.etyre.net/preview/t3/br-potsport.jpg,C,A,72,B,N,N,789197,https://eprel.ec.europa.eu/qr/789197,2,REIFEN
436020,255 30ZR 20TPOTSPORTX,255/30 ZR20 TL 92Y  BR POTENZA SPORT XL,POTSPORTX,BR,BRIDGESTONE,11,LUXE BANDEN,J,J,255,30,20,92Y,166.55,323,>  20,3286342786216,27862,https://www.etyre.net/preview/t3/br-potsport.jpg,D,A,72,B,N,N,789222,https://eprel.ec.europa.eu/qr/789222,2,REIFEN
436021,265 30ZR 20TPOTSPORTX,265/30 ZR20 TL 94Y  BR POTENZA SPORT XL,POTSPORTX,BR,BRIDGESTONE,11,LUXE BANDEN,J,J,265,30,20,94Y,172,324,>  20,3286342786513,27865,https://www.etyre.net/preview/t3/br-potsport.jpg,D,A,73,B,N,N,789189,https://eprel.ec.europa.eu/qr/789189,2,REIFEN
436028,275 35YR 21TPOTSPORTX,275/35 YR21 TL 103Y BR POTENZA SPORT XL,POTSPORTX,BR,BRIDGESTONE,11,LUXE BANDEN,J,J,275,35,21,103Y,224.5,415,>  20,3286342787916,27879,https://www.etyre.net/preview/t3/br-potsport.jpg,C,A,73,B,N,N,789176,https://eprel.ec.europa.eu/qr/789176,2,REIFEN
436029,285 30ZR 21TPOTSPORTX,285/30 ZR21 TL 100Y BR POTENZA SPORT XL,POTSPORTX,BR,BRIDGESTONE,11,LUXE BANDEN,J,J,285,30,21,100Y,221.94,443,>  20,3286342788111,27881,https://www.etyre.net/preview/t3/br-potsport.jpg,D,A,73,B,N,N,789219,https://eprel.ec.europa.eu/qr/789219,2,REIFEN
436032,225 45YR 17TT005AO.,225/45 YR17 TL 91Y  BR T005 TURANZA AO,T005AO.,BR,BRIDGESTONE,11,LUXE BANDEN,J,J,225,45,17,91Y,69.1,127,>  20,3286341301618,13016,https://www.etyre.net/preview/t3/br-t005ao..jpg,B,A,71,B,N,N,381482,https://eprel.ec.europa.eu/qr/381482,1,REIFEN
436033,245 40WR 19TT005.,245/40 WR19 TL 94W  BR T005 TURANZA,T005.,BR,BRIDGESTONE,11,LUXE BANDEN,J,J,245,40,19,94W,122.55,235,>  20,3286342574615,25746,https://www.etyre.net/preview/t3/br-t005.jpg,C,A,71,B,N,N,502201,https://eprel.ec.europa.eu/qr/502201,3,REIFEN
436036,215 50HR 17TA005EXL,215/50 HR17 TL 95H  BR A005 EVO XL,A005EXL,BR,BRIDGESTONE,29,ALL-SEASON PW,J,J,215,50,17,95H,84.75,193,>  20,3286342176512,21765,https://www.etyre.net/preview/t3/br-a005exl.jpg,A,B,71,B,J,N,500943,https://eprel.ec.europa.eu/qr/500943,1,REIFEN
436037,205 45WR 17TEP150,205/45 WR17 TL 84W  BR EP150 ECOPIA,EP150,BR,BRIDGESTONE,11,LUXE BANDEN,J,J,205,45,17,84W,100.6,190,>  20,3286342459813,24598,https://www.etyre.net/preview/t3/br-ep150.jpg,D,B,71,B,N,N,383257,https://eprel.ec.europa.eu/qr/383257,1,REIFEN
436039,180 55ZR 17TRDSMART4GT,180/55 ZR17 TL 73W  DU ROADSMART 4 GT R,RDSMART4GT,DU,DUNLOP,21,MOTORFIETSBANDEN,J,J,180,55,17,73W,154.04,0,7,5452000821461,636518,,,,,,,,,,1,REIFEN
436044,245 30ZR 20TPOTRACEXL,245/30 ZR20 TL 90Y  BR POTENZA RACE XL (L),POTRACEXL,BR,BRIDGESTONE,11,LUXE BANDEN,J,J,245,30,20,90Y,185.65,328,8,3286342559018,25590,https://www.etyre.net/preview/t3/br-potracexl.jpg,D,E,71,B,N,N,1194429,https://eprel.ec.europa.eu/qr/1194429,3,REIFEN
436050,120 70VR 19TTRXMIXTOUR,120/70 VR19 TL 60V  DU TRX MIXTOUR F,TRXMIXTOUR,DU,DUNLOP,21,MOTORFIETSBANDEN,J,N,120,70,19,60V,91.9,0,4,4038526340849,637827,https://www.etyre.net/preview/t3/du-trxmixtour.jpg,,,,,,,,,1,REIFEN
436058,120 70ZR 17TSPORTSMAR,120/70 ZR17 TL 58W  DU SPORTSMART TT F,SPORTSMAR,DU,DUNLOP,21,MOTORFIETSBANDEN,J,J,120,70,17,58W,108,0,18,4038526339614,637866,,,,,,,,,,1,REIFEN
436139,120 70ZR 17TRDATTACK4,120/70 ZR17 TL 58W  CO ROADATTACK 4 F,RDATTACK4,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,J,120,70,17,58W,102,218,>  20,4019238049558,244705,https://www.etyre.net/preview/t3/co-rdattack4.jpg,,,,,,,,,1,REIFEN
436140,160 60ZR 17TRDATTACK4,160/60 ZR17 TL 69W  CO ROADATTACK 4 R,RDATTACK4,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,J,160,60,17,69W,131.97,274,>  20,4019238049626,244712,https://www.etyre.net/preview/t3/co-rdattack4.jpg,,,,,,,,,1,REIFEN
436141,180 55ZR 17TRDATTACK4,180/55 ZR17 TL 73W  CO ROADATTACK 4 R,RDATTACK4,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,J,180,55,17,73W,130,298,>  20,4019238049640,244714,https://www.etyre.net/preview/t3/co-rdattack4.jpg,,,,,,,,,1,REIFEN
436142,190 50ZR 17TRDATTACK4,190/50 ZR17 TL 73W  CO ROADATTACK 4 R,RDATTACK4,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,J,190,50,17,73W,149.54,317,>  20,4019238049657,244715,https://www.etyre.net/preview/t3/co-rdattack4.jpg,,,,,,,,,1,REIFEN
436143,190 55ZR 17TRDATTACK4,190/55 ZR17 TL 75W  CO ROADATTACK 4 R,RDATTACK4,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,J,190,55,17,75W,154.79,331,6,4019238049664,244716,https://www.etyre.net/preview/t3/co-rdattack4.jpg,,,,,,,,,1,REIFEN
436562,225 45ZR 18TV107XL,225/45 ZR18 TL 95Y  YOKO ADVAN SPORT V107 XL,V107XL,YO,YOKOHAMA,11,LUXE BANDEN,J,N,225,45,18,95Y,87.75,206,>  20,4548515027335,R7551,https://www.etyre.net/preview/t3/yo-v107xl.jpg,D,A,71,B,N,N,993112,https://eprel.ec.europa.eu/qr/993112,1,REIFEN
436564,255 40ZR 19TV107XL,255/40 ZR19 TL 100Y YOKO ADVAN SPORT V107 XL,V107XL,YO,YOKOHAMA,11,LUXE BANDEN,J,N,255,40,19,100Y,106.95,258,>  20,4548515027465,R7564,https://www.etyre.net/preview/t3/yo-v107xl.jpg,D,A,73,B,N,N,993370,https://eprel.ec.europa.eu/qr/993370,2,REIFEN
436565,245 35ZR 19TV107XL,245/35 ZR19 TL 93Y  YOKO ADVAN SPORT V107 XL,V107XL,YO,YOKOHAMA,11,LUXE BANDEN,J,N,245,35,19,93Y,118.6,275,>  20,4548515027397,R7557,https://www.etyre.net/preview/t3/yo-v107xl.jpg,D,A,71,B,N,N,1123892,https://eprel.ec.europa.eu/qr/1123892,3,REIFEN
436567,255 35ZR 19TV107XL,255/35 ZR19 TL 96Y  YOKO ADVAN SPORT V107 XL,V107XL,YO,YOKOHAMA,11,LUXE BANDEN,J,N,255,35,19,96Y,97.85,228,8,4548515027267,R7544,https://www.etyre.net/preview/t3/yo-v107xl.jpg,D,A,73,B,N,N,938537,https://eprel.ec.europa.eu/qr/938537,2,REIFEN
436576,245 35ZR 20TV107A,245/35 ZR20 TL 91Y  YOKO ADVAN SPORT V107A,V107A,YO,YOKOHAMA,11,LUXE BANDEN,J,N,245,35,20,91Y,119.2,278,14,4548515027304,R7548,,D,A,71,B,N,N,993107,https://eprel.ec.europa.eu/qr/993107,3,REIFEN
436578,305 30ZR 21TV107BXL,305/30 ZR21 TL 104Y YOKO ADVAN SPORT V107B XL,V107BXL,YO,YOKOHAMA,11,LUXE BANDEN,J,N,305,30,21,104Y,191.15,466,10,4548515027298,R7547,,C,A,71,A,N,N,938546,https://eprel.ec.europa.eu/qr/938546,2,REIFEN
436581,315 35YR 21TV107E*XL,315/35 YR21 TL 111Y YOKO V107E * SILENT FOAM,V107E*XL,YO,YOKOHAMA,17,4 X 4,J,N,315,35,21,111Y,181.65,457,14,4968814982263,R5272,https://www.etyre.net/preview/t3/yo-v107exl.jpg,C,A,70,A,N,N,1029153,https://eprel.ec.europa.eu/qr/1029153,2,REIFEN
436605,275 55 R 20TG016,275/55  R20 TL 120Q YOKO G016 X-AT POR,G016,YO,YOKOHAMA,17,4 X 4,J,N,275,55,20,120Q,210.09,424,>  20,4548515011389,E5260,https://www.etyre.net/preview/t3/yo-g016.jpg,,,,,,,,,4,REIFEN
436818,190 50ZR 17TDROSS4CORS,190/50 ZR17 TL 73W  PI D.ROSSO 4 CORSA R,DROSS4CORS,PI,PIRELLI,21,MOTORFIETSBANDEN,J,J,190,50,17,73W,160.25,302.5,8,8019227397826,3978200,https://www.etyre.net/preview/t3/pi-dross4cors.jpg,,,,,,,,,1,REIFEN
436819,180 60ZR 17TDROSS4CORS,180/60 ZR17 TL 75W  PI D.ROSSO 4 CORSA R,DROSS4CORS,PI,PIRELLI,21,MOTORFIETSBANDEN,J,J,180,60,17,75W,157.75,298,4,8019227397802,3978000,https://www.etyre.net/preview/t3/pi-dross4cors.jpg,,,,,,,,,1,REIFEN
436820,190 55ZR 17TDROSS4CORS,190/55 ZR17 TL 75W  PI D.ROSSO 4 CORSA R,DROSS4CORS,PI,PIRELLI,21,MOTORFIETSBANDEN,J,J,190,55,17,75W,156.55,311.5,15,8019227397819,3978100,https://www.etyre.net/preview/t3/pi-dross4cors.jpg,,,,,,,,,1,REIFEN
436821,200 55ZR 17TDROSS4CORS,200/55 ZR17 TL 78W  PI D.ROSSO 4 CORSA R,DROSS4CORS,PI,PIRELLI,21,MOTORFIETSBANDEN,J,J,200,55,17,78W,167.4,317,7,8019227397833,3978300,https://www.etyre.net/preview/t3/pi-dross4cors.jpg,,,,,,,,,1,REIFEN
436822,200 60ZR 17TDROSS4CORS,200/60 ZR17 TL 80W  PI D.ROSSO 4 CORSA R,DROSS4CORS,PI,PIRELLI,21,MOTORFIETSBANDEN,J,J,200,60,17,80W,186.9,359,7,8019227415094,4150900,https://www.etyre.net/preview/t3/pi-dross4cors.jpg,,,,,,,,,1,REIFEN
437368,205 60WR 17TK125*XL,205/60 WR17 TL 97W  HA K125 VEN PRIME 3 * XL,K125*XL,HA,HANKOOK,11,LUXE BANDEN,J,J,205,60,17,97W,80.83,172,>  20,8808563464992,1025167,https://www.etyre.net/preview/t3/ha-k125xl.jpg,A,A,68,A,N,N,654925,https://eprel.ec.europa.eu/qr/654925,1,REIFEN
437378,245 35ZR 19TPOTSPORTMO,245/35 ZR19 TL 93Y  BR POTENZA SPORT XL MO1,POTSPORTMO,BR,BRIDGESTONE,11,LUXE BANDEN,J,J,245,35,19,93Y,143.37,291,>  20,3286342472119,24721,https://www.etyre.net/preview/t3/br-potsportmo.jpg,C,A,70,B,N,N,501466,https://eprel.ec.europa.eu/qr/501466,3,REIFEN
437379,245 35ZR 20TPOTSPORTRF,245/35 ZR20 TL 91Y  BR POTENZA SPORT RFT,POTSPORTRF,BR,BRIDGESTONE,25,RUNFLAT BANDEN,J,J,245,35,20,91Y,209.3,379,20,3286342199115,21991,https://www.etyre.net/preview/t3/br-potsportrf.jpg,D,B,70,B,N,N,502175,https://eprel.ec.europa.eu/qr/502175,3,REIFEN
437384,195 75TR 16TDURA/S,195/75  R16 TL 110R BR DURAVIS A/S,DURA/S,BR,BRIDGESTONE,37,ALL-SEASON LIGHT-TRU,J,N,195,75,16,110R,100.45,173,>  20,3286342853710,28537,https://www.etyre.net/preview/t3/br-duras.jpg,D,A,72,A,J,N,1277331,https://eprel.ec.europa.eu/qr/1277331,1,REIFEN
437387,225 45YR 19TROADHAWKXL,225/45 YR19 TL 96Y  FI ROADHAWK XL,ROADHAWKXL,FI,FIRESTONE,17,4 X 4,J,J,225,45,19,96Y,87.5,203,>  20,3286342852614,28526,https://www.etyre.net/preview/t3/fi-roadhawkxl.jpg,C,A,71,B,N,N,1148664,https://eprel.ec.europa.eu/qr/1148664,3,REIFEN
437937,165 65HR 15TUC,165/65 HR15 TL 81H  CO ULTRACONTACT,UC,CO,CONTINENTAL,11,LUXE BANDEN,J,J,165,65,15,81H,69.45,149,>  20,4019238078404,313100,https://www.etyre.net/preview/t3/co-uc.jpg,C,A,69,B,N,N,808713,https://eprel.ec.europa.eu/qr/808713,1,REIFEN
437941,215 60VR 16TPC7XL,215/60 VR16 TL 99V  CO PREMIUM CONT 7 XL (EV),PC7XL,CO,CONTINENTAL,11,LUXE BANDEN,J,J,215,60,16,99V,111.1,236,>  20,4019238079258,313043,https://www.etyre.net/preview/t3/co-pc7xl.jpg,C,A,71,B,N,N,843302,https://eprel.ec.europa.eu/qr/843302,1,REIFEN
437942,195 55WR 16TUC,195/55 WR16 TL 87W  CO ULTRACONTACT FR,UC,CO,CONTINENTAL,11,LUXE BANDEN,J,J,195,55,16,87W,101.9,200,20,4019238078527,313106,https://www.etyre.net/preview/t3/co-uc.jpg,C,A,69,B,N,N,808719,https://eprel.ec.europa.eu/qr/808719,1,REIFEN
437943,205 55HR 16TPC7,205/55 HR16 TL 91H  CO PREMIUM CONT 7 (EV),PC7,CO,CONTINENTAL,11,LUXE BANDEN,J,J,205,55,16,91H,69.4,135.5,>  20,4019238079517,313034,https://www.etyre.net/preview/t3/co-pc7.jpg,C,A,71,B,N,N,843295,https://eprel.ec.europa.eu/qr/843295,1,REIFEN
437944,205 55VR 16TPC7,205/55 VR16 TL 91V  CO PREMIUM CONT 7 (EV),PC7,CO,CONTINENTAL,11,LUXE BANDEN,J,J,205,55,16,91V,67.8,136.5,>  20,4019238079500,313035,https://www.etyre.net/preview/t3/co-pc7.jpg,C,A,71,B,N,N,843296,https://eprel.ec.europa.eu/qr/843296,1,REIFEN
437947,215 55HR 16TUCXL,215/55 HR16 TL 97H  CO ULTRACONTACT XL FR,UCXL,CO,CONTINENTAL,11,LUXE BANDEN,J,J,215,55,16,97H,120.9,239,>  20,4019238078565,313113,https://www.etyre.net/preview/t3/co-ucxl.jpg,B,A,70,B,N,N,808724,https://eprel.ec.europa.eu/qr/808724,1,REIFEN
437949,225 55WR 16TPC7XL,225/55 WR16 TL 99W  CO PREMIUM CONT 7 XL (EV),PC7XL,CO,CONTINENTAL,11,LUXE BANDEN,J,J,225,55,16,99W,127.55,244,>  20,4019238079432,313061,https://www.etyre.net/preview/t3/co-pc7xl.jpg,C,A,72,B,N,N,843308,https://eprel.ec.europa.eu/qr/843308,1,REIFEN
437950,195 45HR 16TUCXL,195/45 HR16 TL 84H  CO ULTRACONTACT XL FR,UCXL,CO,CONTINENTAL,11,LUXE BANDEN,J,J,195,45,16,84H,83.45,159.5,>  20,4019238078466,313105,https://www.etyre.net/preview/t3/co-ucxl.jpg,C,A,69,A,N,N,808725,https://eprel.ec.europa.eu/qr/808725,1,REIFEN
437955,205 55WR 17TPC7XL,205/55 WR17 TL 95W  CO PREMIUM CONT 7 XL (EV),PC7XL,CO,CONTINENTAL,11,LUXE BANDEN,J,J,205,55,17,95W,108.47,213,>  20,4019238079487,313037,https://www.etyre.net/preview/t3/co-pc7xl.jpg,C,A,71,B,N,N,843290,https://eprel.ec.europa.eu/qr/843290,1,REIFEN
437956,215 55VR 17TPC7,215/55 VR17 TL 94V  CO PREMIUM CONT 7 FR (EV),PC7,CO,CONTINENTAL,11,LUXE BANDEN,J,J,215,55,17,94V,96.25,211,>  20,4019238079272,313040,https://www.etyre.net/preview/t3/co-pc7.jpg,C,A,71,B,N,N,843299,https://eprel.ec.europa.eu/qr/843299,1,REIFEN
437958,215 55WR 17TPC7XL,215/55 WR17 TL 98W  CO PREMIUM CONT 7 XL (EV),PC7XL,CO,CONTINENTAL,11,LUXE BANDEN,J,J,215,55,17,98W,106.81,213.5,>  20,4019238079265,313041,https://www.etyre.net/preview/t3/co-pc7xl.jpg,C,A,71,B,N,N,843300,https://eprel.ec.europa.eu/qr/843300,1,REIFEN
437959,225 55YR 17TPC7XL,225/55 YR17 TL 101Y CO PREMIUM CONT 7 XL (EV),PC7XL,CO,CONTINENTAL,11,LUXE BANDEN,J,J,225,55,17,101Y,109.15,214,>  20,4019238079425,313062,https://www.etyre.net/preview/t3/co-pc7xl.jpg,C,A,72,B,N,N,843309,https://eprel.ec.europa.eu/qr/843309,3,REIFEN
437961,215 50YR 17TPC7XL,215/50 YR17 TL 95Y  CO PREMIUM CONT 7 XL (EV),PC7XL,CO,CONTINENTAL,11,LUXE BANDEN,J,J,215,50,17,95Y,102.3,204.5,>  20,4019238079470,313038,https://www.etyre.net/preview/t3/co-pc7xl.jpg,B,A,71,B,N,N,843293,https://eprel.ec.europa.eu/qr/843293,1,REIFEN
437963,225 50YR 17TPC7,225/50 YR17 TL 94Y  CO PREMIUM CONT 7 FR (EV),PC7,CO,CONTINENTAL,11,LUXE BANDEN,J,J,225,50,17,94Y,99.2,201.5,>  20,4019238079104,313058,https://www.etyre.net/preview/t3/co-pc7.jpg,C,A,71,B,N,N,834110,https://eprel.ec.europa.eu/qr/834110,1,REIFEN
437964,225 50YR 17TPC7XL,225/50 YR17 TL 98Y  CO PREMIUM CONT 7 XL (EV),PC7XL,CO,CONTINENTAL,11,LUXE BANDEN,J,J,225,50,17,98Y,102.1,202.5,>  20,4019238079098,313059,https://www.etyre.net/preview/t3/co-pc7xl.jpg,C,A,72,B,N,N,834093,https://eprel.ec.europa.eu/qr/834093,1,REIFEN
437965,205 45YR 17TPC7XL,205/45 YR17 TL 88Y  CO PREMIUM CONT 7 XL (EV),PC7XL,CO,CONTINENTAL,11,LUXE BANDEN,J,J,205,45,17,88Y,100.35,193,>  20,4019238079524,313033,https://www.etyre.net/preview/t3/co-pc7xl.jpg,C,A,71,B,N,N,843292,https://eprel.ec.europa.eu/qr/843292,1,REIFEN
437966,225 45VR 17TPC7,225/45 VR17 TL 91V  CO PREMIUM CONT 7 FR (EV),PC7,CO,CONTINENTAL,11,LUXE BANDEN,J,J,225,45,17,91V,74.85,144,>  20,4019238079357,313049,https://www.etyre.net/preview/t3/co-pc7.jpg,C,A,71,B,N,N,843289,https://eprel.ec.europa.eu/qr/843289,1,REIFEN
437968,225 45YR 17TPC7,225/45 YR17 TL 91Y  CO PREMIUM CONT 7 FR (EV),PC7,CO,CONTINENTAL,11,LUXE BANDEN,J,J,225,45,17,91Y,74.6,144,>  20,4019238079227,313051,https://www.etyre.net/preview/t3/co-pc7.jpg,C,A,71,B,N,N,843294,https://eprel.ec.europa.eu/qr/843294,1,REIFEN
437969,225 45YR 17TPC7XL,225/45 YR17 TL 94Y  CO PREMIUM CONT 7 XL (EV),PC7XL,CO,CONTINENTAL,11,LUXE BANDEN,J,J,225,45,17,94Y,75.95,145,>  20,4019238079210,313053,https://www.etyre.net/preview/t3/co-pc7xl.jpg,C,A,72,B,N,N,843307,https://eprel.ec.europa.eu/qr/843307,1,REIFEN
437971,235 45YR 17TPC7,235/45 YR17 TL 94Y  CO PREMIUM CONT 7 FR (EV),PC7,CO,CONTINENTAL,11,LUXE BANDEN,J,J,235,45,17,94Y,86.95,176,>  20,4019238079302,313065,https://www.etyre.net/preview/t3/co-pc7.jpg,C,A,71,B,N,N,843313,https://eprel.ec.europa.eu/qr/843313,1,REIFEN
437972,235 45YR 17TPC7XL,235/45 YR17 TL 97Y  CO PREMIUM CONT 7 XL (EV),PC7XL,CO,CONTINENTAL,11,LUXE BANDEN,J,J,235,45,17,97Y,87.95,177.5,>  20,4019238079289,313067,https://www.etyre.net/preview/t3/co-pc7xl.jpg,C,A,72,B,N,N,843312,https://eprel.ec.europa.eu/qr/843312,1,REIFEN
437977,225 55VR 18TPC7,225/55 VR18 TL 98V  CO PREMIUM CONT 7 FR (EV),PC7,CO,CONTINENTAL,17,4 X 4,J,J,225,55,18,98V,104.1,205,>  20,4019238079418,313063,https://www.etyre.net/preview/t3/co-pc7.jpg,C,A,71,B,N,N,843317,https://eprel.ec.europa.eu/qr/843317,3,REIFEN
437978,235 55VR 18TPC7,235/55 VR18 TL 100V CO PREMIUM CONT 7 FR (EV),PC7,CO,CONTINENTAL,17,4 X 4,J,J,235,55,18,100V,109.7,214.5,>  20,4019238079395,313070,https://www.etyre.net/preview/t3/co-pc7.jpg,C,A,71,B,N,N,843316,https://eprel.ec.europa.eu/qr/843316,3,REIFEN
437987,225 45YR 18TPC7XL,225/45 YR18 TL 95Y  CO PREMIUM CONT 7 XL (EV),PC7XL,CO,CONTINENTAL,11,LUXE BANDEN,J,J,225,45,18,95Y,113,222,>  20,4019238079128,313055,https://www.etyre.net/preview/t3/co-pc7xl.jpg,C,A,72,B,N,N,834108,https://eprel.ec.europa.eu/qr/834108,1,REIFEN
